,,,,total,total,total,fatal,fatal,fatal
vax_name,,,,astra,moderna,pfizer,astra,moderna,pfizer
name0,name1,reaction name,level,,,,,,
Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),Tonsillar haemorrhage,3,1.0,,1.0,0.0,,0.0
Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),Tonsillar hypertrophy,3,66.0,19.0,99.0,0.0,0.0,0.0
Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),Tonsillar inflammation,3,5.0,1.0,4.0,0.0,0.0,0.0
Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),Tonsillar ulcer,3,2.0,,1.0,0.0,,0.0
Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),Tonsillolith,3,2.0,,1.0,0.0,,0.0
Respiratory disorders,Pleural conditions NEC,Pleural thickening,3,1.0,,,0.0,,
Respiratory disorders,Pleural infections and inflammations,Lupus pleurisy,3,2.0,,,0.0,,
Respiratory disorders,Pleural infections and inflammations,Pleurisy,3,57.0,11.0,43.0,0.0,0.0,0.0
Respiratory disorders,Pneumothorax and pleural effusions NEC,Pleural effusion,3,,4.0,44.0,,0.0,0.0
Respiratory disorders,Pneumothorax and pleural effusions NEC,Pneumothorax,3,,,15.0,,,0.0
Respiratory disorders,Pneumothorax and pleural effusions NEC,Pneumothorax spontaneous,3,,,5.0,,,0.0
Respiratory disorders,Pulmonary hypertensions,Pulmonary hypertension,3,7.0,1.0,4.0,1.0,0.0,0.0
Respiratory disorders,Pulmonary oedemas,Acute lung injury,3,1.0,,,0.0,,
Respiratory disorders,Pulmonary oedemas,Acute pulmonary oedema,3,3.0,1.0,,0.0,0.0,
Respiratory disorders,Pulmonary oedemas,Acute respiratory distress syndrome,3,2.0,,3.0,0.0,,1.0
Respiratory disorders,Pulmonary oedemas,Pulmonary congestion,3,24.0,2.0,,0.0,0.0,
Respiratory disorders,Pulmonary oedemas,Pulmonary oedema,3,46.0,6.0,,1.0,0.0,
Respiratory disorders,Pulmonary thrombotic and embolic conditions,Pulmonary artery thrombosis,3,4.0,,2.0,0.0,,0.0
Respiratory disorders,Pulmonary thrombotic and embolic conditions,Pulmonary embolism,3,1786.0,101.0,601.0,122.0,3.0,42.0
Respiratory disorders,Pulmonary thrombotic and embolic conditions,Pulmonary infarction,3,15.0,,8.0,1.0,,0.0
Respiratory disorders,Pulmonary thrombotic and embolic conditions,Pulmonary thrombosis,3,36.0,3.0,13.0,7.0,0.0,1.0
Respiratory disorders,Pulmonary thrombotic and embolic conditions,Pulmonary venous thrombosis,3,4.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Allergic respiratory disease,3,,2.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Diaphragmatic disorder,3,,,1.0,,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Diaphragmatic paralysis,3,,,1.0,,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Dry throat,3,264.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Dysphonia,3,182.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Haemothorax,3,1.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Increased upper airway secretion,3,4.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Increased viscosity of upper respiratory secretion,3,24.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Laryngeal pain,3,1.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Lung disorder,3,,1.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Nasal discharge discolouration,3,2.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Nasal discomfort,3,116.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Nasal obstruction,3,2.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Nasal septum perforation,3,1.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Nasal ulcer,3,5.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Oropharyngeal blistering,3,27.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Oropharyngeal discolouration,3,1.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Oropharyngeal discomfort,3,45.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Oropharyngeal pain,3,4269.0,,3379.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Oropharyngeal plaque,3,1.0,,2.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Paranasal sinus discomfort,3,80.0,,56.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pleural effusion,3,57.0,,,1.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pleuritic pain,3,,7.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pneumothorax,3,14.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pneumothorax spontaneous,3,3.0,,,0.0,,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pulmonary congestion,3,,,22.0,,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pulmonary haemorrhage,3,,1.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pulmonary mass,3,,1.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pulmonary oedema,3,,,27.0,,,2.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Pulmonary pain,3,,36.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Respiratory disorder,3,,3.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Respiratory tract congestion,3,,1.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Respiratory tract irritation,3,,2.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Respiratory tract oedema,3,,1.0,,,0.0,
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Rhinalgia,3,35.0,,15.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Rhinorrhoea,3,1709.0,,1119.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Sinus pain,3,614.0,,257.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Sneezing,3,534.0,,476.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Snoring,3,6.0,,8.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Throat clearing,3,9.0,,8.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Throat irritation,3,223.0,,274.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Throat lesion,3,1.0,,2.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Throat tightness,3,247.0,,302.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Upper airway obstruction,3,1.0,,3.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Upper respiratory tract congestion,3,1.0,,2.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Upper respiratory tract irritation,3,,,1.0,,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Upper-airway cough syndrome,3,32.0,,17.0,0.0,,0.0
Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,Yawning,3,73.0,,31.0,0.0,,0.0
Respiratory disorders,Respiratory failures (excl neonatal),Acute respiratory failure,3,3.0,,3.0,1.0,,1.0
Respiratory disorders,Respiratory failures (excl neonatal),Respiratory failure,3,31.0,3.0,16.0,3.0,0.0,2.0
Respiratory disorders,Respiratory signs and symptoms NEC,Allergic respiratory symptom,3,11.0,,6.0,0.0,,0.0
Respiratory disorders,Respiratory signs and symptoms NEC,Diaphragmalgia,3,16.0,5.0,10.0,0.0,0.0,0.0
Respiratory disorders,Respiratory signs and symptoms NEC,Nasal flaring,3,1.0,,1.0,0.0,,0.0
Respiratory disorders,Respiratory signs and symptoms NEC,Painful respiration,3,12.0,4.0,20.0,0.0,0.0,1.0
Respiratory disorders,Respiratory signs and symptoms NEC,Pleural rub,3,1.0,,1.0,0.0,,0.0
Respiratory disorders,Respiratory signs and symptoms NEC,Respiratory symptom,3,26.0,4.0,22.0,0.0,0.0,0.0
Respiratory disorders,Respiratory signs and symptoms NEC,Suffocation feeling,3,5.0,,2.0,0.0,,0.0
Respiratory disorders,Respiratory signs and symptoms NEC,Use of accessory respiratory muscles,3,3.0,2.0,2.0,0.0,0.0,0.0
Respiratory disorders,Respiratory tract disorders NEC,Allergic respiratory disease,3,1.0,,1.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Aspiration,3,11.0,,4.0,2.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Chronic respiratory disease,3,2.0,,,1.0,,
Respiratory disorders,Respiratory tract disorders NEC,Lung disorder,3,20.0,,14.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Pulmonary mass,3,11.0,,7.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Respiratory disorder,3,9.0,,17.0,0.0,,1.0
Respiratory disorders,Respiratory tract disorders NEC,Respiratory tract congestion,3,10.0,,6.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Respiratory tract haemorrhage,3,2.0,,2.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Respiratory tract inflammation,3,,,2.0,,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Respiratory tract irritation,3,10.0,,9.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Respiratory tract oedema,3,4.0,,4.0,0.0,,0.0
Respiratory disorders,Respiratory tract disorders NEC,Ventilation perfusion mismatch,3,1.0,,,0.0,,
Respiratory disorders,Thoracic musculoskeletal disorders,Respiratory muscle weakness,3,2.0,1.0,2.0,0.0,0.0,0.0
Respiratory disorders,Tracheal disorders (excl infections and neoplasms),Tracheal disorder,3,,,1.0,,,0.0
Respiratory disorders,Tracheal disorders (excl infections and neoplasms),Tracheal fistula,3,1.0,,,0.0,,
Respiratory disorders,Tracheal disorders (excl infections and neoplasms),Tracheal inflammation,3,,1.0,,,0.0,
Respiratory disorders,Tracheal disorders (excl infections and neoplasms),Tracheal pain,3,4.0,,2.0,0.0,,0.0
Respiratory disorders,Tracheal disorders (excl infections and neoplasms),Tracheomalacia,3,1.0,,,0.0,,
Respiratory disorders,Upper respiratory tract neoplasms,Tonsillar cyst,3,,,1.0,,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Aphonia,3,125.0,25.0,152.0,0.0,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Catarrh,3,70.0,10.0,34.0,0.0,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Choking,3,24.0,8.0,21.0,0.0,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Choking sensation,3,14.0,,7.0,0.0,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Dry throat,3,,35.0,191.0,,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Dysphonia,3,,35.0,198.0,,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Increased upper airway secretion,3,,,6.0,,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Increased viscosity of upper respiratory secretion,3,,9.0,38.0,,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Laryngeal pain,3,,,1.0,,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Nasal discharge discolouration,3,,,4.0,,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Nasal discomfort,3,,10.0,62.0,,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Nasal obstruction,3,,,4.0,,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Oropharyngeal blistering,3,,2.0,11.0,,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Oropharyngeal discolouration,3,,,1.0,,,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Oropharyngeal discomfort,3,,8.0,72.0,,0.0,0.0
Respiratory disorders,Upper respiratory tract signs and symptoms,Oropharyngeal pain,3,,736.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Paranasal sinus discomfort,3,,9.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Rhinalgia,3,,6.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Rhinorrhoea,3,,218.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Sinus pain,3,,84.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Sneezing,3,,78.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Snoring,3,,1.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Throat clearing,3,,2.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Throat irritation,3,,51.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Throat tightness,3,,59.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Upper-airway cough syndrome,3,,6.0,,,0.0,
Respiratory disorders,Upper respiratory tract signs and symptoms,Yawning,3,,11.0,,,0.0,
Respiratory disorders,Vascular pulmonary disorders NEC,Acute chest syndrome,3,,,1.0,,,0.0
Respiratory disorders,Vascular pulmonary disorders NEC,Pulmonary artery occlusion,3,1.0,,,0.0,,
Respiratory disorders,Vascular pulmonary disorders NEC,Pulmonary vascular disorder,3,1.0,,,0.0,,
Respiratory disorders,neoplasms),Laryngeal disorder,3,,,1.0,,,0.0
Respiratory disorders,neoplasms),Reflux laryngitis,3,,,3.0,,,0.0
Respiratory disorders,neoplasms),Vocal cord disorder,3,,,2.0,,,0.0
Respiratory disorders,neoplasms),Vocal cord dysfunction,3,,,4.0,,,0.0
Skin disorders,Acnes,Acne,3,153.0,38.0,223.0,0.0,0.0,0.0
Skin disorders,Acnes,Acne cystic,3,12.0,2.0,28.0,0.0,0.0,0.0
Skin disorders,Acnes,Acne varioliformis,3,1.0,,,0.0,,
Skin disorders,Acnes,Dermatitis acneiform,3,13.0,1.0,13.0,0.0,0.0,0.0
Skin disorders,Acnes,Oil acne,3,,,1.0,,,0.0
Skin disorders,Alopecias,Alopecia,3,530.0,88.0,529.0,0.0,0.0,0.0
Skin disorders,Alopecias,Alopecia areata,3,56.0,20.0,93.0,0.0,0.0,0.0
Skin disorders,Alopecias,Alopecia scarring,3,2.0,,,0.0,,
Skin disorders,Alopecias,Alopecia totalis,3,4.0,2.0,5.0,0.0,0.0,0.0
Skin disorders,Alopecias,Alopecia universalis,3,3.0,,3.0,0.0,,0.0
Skin disorders,Alopecias,Androgenetic alopecia,3,2.0,,2.0,0.0,,0.0
Skin disorders,Alopecias,Diffuse alopecia,3,5.0,1.0,5.0,0.0,0.0,0.0
Skin disorders,Alopecias,Hypotrichosis,3,1.0,,3.0,0.0,,0.0
Skin disorders,Alopecias,Lichen planopilaris,3,2.0,,4.0,0.0,,0.0
Skin disorders,Alopecias,Madarosis,3,6.0,,10.0,0.0,,0.0
Skin disorders,Angioedemas,Angioedema,3,368.0,81.0,293.0,0.0,0.0,0.0
Skin disorders,Angioedemas,Circumoral oedema,3,2.0,,1.0,0.0,,0.0
Skin disorders,Angioedemas,Circumoral swelling,3,,,1.0,,,0.0
Skin disorders,Angioedemas,Idiopathic angioedema,3,3.0,,1.0,0.0,,0.0
Skin disorders,Apocrine and eccrine gland disorders,Anhidrosis,3,3.0,,2.0,0.0,,0.0
Skin disorders,Apocrine and eccrine gland disorders,Bromhidrosis,3,,,1.0,,,0.0
Skin disorders,Apocrine and eccrine gland disorders,Cold sweat,3,1741.0,324.0,903.0,0.0,0.0,0.0
Skin disorders,Apocrine and eccrine gland disorders,Hidradenitis,3,6.0,2.0,5.0,0.0,0.0,0.0
Skin disorders,Apocrine and eccrine gland disorders,Hyperhidrosis,3,9331.0,1162.0,2813.0,0.0,0.0,0.0
Skin disorders,Apocrine and eccrine gland disorders,Hypohidrosis,3,6.0,,3.0,0.0,,0.0
Skin disorders,Apocrine and eccrine gland disorders,Milia,3,,,3.0,,,0.0
Skin disorders,Apocrine and eccrine gland disorders,Miliaria,3,227.0,77.0,122.0,0.0,0.0,0.0
Skin disorders,Apocrine and eccrine gland disorders,Night sweats,3,1966.0,363.0,999.0,0.0,0.0,0.0
Skin disorders,Apocrine and eccrine gland disorders,Sweat discolouration,3,3.0,,1.0,0.0,,0.0
Skin disorders,Apocrine and eccrine gland disorders,Sweat gland disorder,3,1.0,,,0.0,,
Skin disorders,Bullous conditions,Autoimmune blistering disease,3,1.0,,1.0,0.0,,0.0
Skin disorders,Bullous conditions,Blister,3,673.0,119.0,574.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Blister rupture,3,7.0,2.0,1.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Blood blister,3,115.0,5.0,38.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Bullous haemorrhagic dermatosis,3,1.0,,,0.0,,
Skin disorders,Bullous conditions,Dermatitis bullous,3,19.0,6.0,22.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Dermatitis herpetiformis,3,2.0,,,0.0,,
Skin disorders,Bullous conditions,Erythema multiforme,3,41.0,20.0,49.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Fracture blisters,3,,,1.0,,,0.0
Skin disorders,Bullous conditions,Herpes gestationis,3,,,2.0,,,0.0
Skin disorders,Bullous conditions,Linear IgA disease,3,1.0,,,0.0,,
Skin disorders,Bullous conditions,Mucous membrane pemphigoid,3,,,1.0,,,0.0
Skin disorders,Bullous conditions,Oedema blister,3,1.0,,,0.0,,
Skin disorders,Bullous conditions,Pemphigoid,3,40.0,2.0,47.0,0.0,0.0,1.0
Skin disorders,Bullous conditions,Pemphigus,3,11.0,1.0,11.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Stevens-Johnson syndrome,3,7.0,1.0,7.0,0.0,0.0,0.0
Skin disorders,Bullous conditions,Toxic epidermal necrolysis,3,2.0,,2.0,0.0,,1.0
Skin disorders,Connective tissue disorders,Chronic cutaneous lupus erythematosus,3,4.0,,3.0,0.0,,0.0
Skin disorders,Connective tissue disorders,Cutaneous lupus erythematosus,3,,1.0,,,0.0,
Skin disorders,Connective tissue disorders,Dermatomyositis,3,7.0,2.0,15.0,0.0,0.0,0.0
Skin disorders,Connective tissue disorders,Subacute cutaneous lupus erythematosus,3,1.0,,3.0,0.0,,0.0
Skin disorders,Dermal and epidermal conditions NEC,Acute febrile neutrophilic dermatosis,3,5.0,1.0,1.0,0.0,0.0,0.0
Skin disorders,Dermal and epidermal conditions NEC,Dermatosis,3,1.0,,2.0,0.0,,0.0
Skin disorders,Dermal and epidermal conditions NEC,Dry skin,3,477.0,120.0,313.0,0.0,0.0,0.0
Skin disorders,Dermal and epidermal conditions NEC,Pain of skin,3,,169.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Papule,3,,22.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Scab,3,,6.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Scar pain,3,,7.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Sensitive skin,3,,167.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin burning sensation,3,,96.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin discolouration,3,,49.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin discomfort,3,,2.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin disorder,3,,3.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin induration,3,,8.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin lesion,3,,30.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin necrosis,3,,2.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin odour abnormal,3,,6.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin plaque,3,,1.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin reaction,3,,132.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin sensitisation,3,,16.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin swelling,3,,36.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin texture abnormal,3,,2.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin tightness,3,,8.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin warm,3,,256.0,,,0.0,
Skin disorders,Dermal and epidermal conditions NEC,Skin weeping,3,,3.0,,,0.0,
Skin disorders,Dermatitis and eczema,Autoimmune dermatitis,3,2.0,1.0,2.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Dermatitis,3,207.0,58.0,173.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Dermatitis allergic,3,335.0,130.0,310.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Dermatitis atopic,3,47.0,21.0,70.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Dermatitis contact,3,39.0,11.0,31.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Dermatitis diaper,3,3.0,,4.0,0.0,,0.0
Skin disorders,Dermatitis and eczema,Dyshidrotic eczema,3,21.0,14.0,33.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Eczema,3,413.0,104.0,467.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Eczema asteatotic,3,22.0,1.0,18.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Eczema infantile,3,,,1.0,,,0.0
Skin disorders,Dermatitis and eczema,Eczema nummular,3,5.0,2.0,9.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Eczema vesicular,3,,,1.0,,,0.0
Skin disorders,Dermatitis and eczema,Eczema weeping,3,3.0,2.0,8.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Flagellate dermatitis,3,,1.0,,,0.0,
Skin disorders,Dermatitis and eczema,Hand dermatitis,3,8.0,1.0,5.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Intertrigo,3,3.0,,1.0,0.0,,0.0
Skin disorders,Dermatitis and eczema,Neurodermatitis,3,4.0,2.0,8.0,0.0,0.0,0.0
Skin disorders,Dermatitis and eczema,Perioral dermatitis,3,5.0,,,0.0,,
Skin disorders,Dermatitis and eczema,Prurigo,3,2.0,,,0.0,,
Skin disorders,Dermatitis and eczema,Rebound eczema,3,1.0,,,0.0,,
Skin disorders,Dermatitis and eczema,Seborrhoeic dermatitis,3,16.0,1.0,,0.0,0.0,
Skin disorders,Dermatitis and eczema,Skin irritation,3,,46.0,,,0.0,
Skin disorders,Dermatitis ascribed to specific agent,Drug eruption,3,38.0,5.0,36.0,0.0,0.0,0.0
Skin disorders,Dermatitis ascribed to specific agent,Drug reaction with eosinophilia and systemic symptoms,3,14.0,,2.0,0.0,,0.0
Skin disorders,Dermatitis ascribed to specific agent,Fixed eruption,3,10.0,2.0,3.0,0.0,0.0,0.0
Skin disorders,Dermatitis ascribed to specific agent,Palmar-plantar erythrodysaesthesia syndrome,3,3.0,1.0,3.0,0.0,0.0,0.0
Skin disorders,Dermatitis ascribed to specific agent,Severe cutaneous adverse reaction,3,1.0,1.0,2.0,0.0,0.0,0.0
Skin disorders,Dermatitis ascribed to specific agent,Toxic skin eruption,3,,,2.0,,,0.0
Skin disorders,Erythemas,Erythema,3,3466.0,1347.0,2573.0,0.0,0.0,0.0
Skin disorders,Erythemas,Erythema ab igne,3,1.0,,,0.0,,
Skin disorders,Erythemas,Palmar erythema,3,7.0,,4.0,0.0,,0.0
Skin disorders,Erythemas,Pernio-like erythema,3,,,1.0,,,0.0
Skin disorders,Erythemas,Plantar erythema,3,3.0,,,0.0,,
Skin disorders,Erythemas,Vancomycin infusion reaction,3,,1.0,2.0,,0.0,0.0
Skin disorders,Exfoliative conditions,Dermatitis exfoliative,3,2.0,,2.0,0.0,,0.0
Skin disorders,Exfoliative conditions,Dermatitis exfoliative generalised,3,9.0,2.0,6.0,0.0,1.0,0.0
Skin disorders,Exfoliative conditions,Exfoliative rash,3,20.0,4.0,27.0,0.0,0.0,0.0
Skin disorders,Exfoliative conditions,Keratolysis exfoliativa acquired,3,,,2.0,,,0.0
Skin disorders,Exfoliative conditions,Skin exfoliation,3,205.0,25.0,154.0,0.0,0.0,0.0
Skin disorders,Granulomatous and deep cutaneous inflammatory conditions,Cutaneous sarcoidosis,3,1.0,,1.0,0.0,,0.0
Skin disorders,Granulomatous and deep cutaneous inflammatory conditions,Granuloma annulare,3,10.0,,9.0,0.0,,0.0
Skin disorders,Granulomatous and deep cutaneous inflammatory conditions,Granuloma skin,3,1.0,,,0.0,,
Skin disorders,Granulomatous and deep cutaneous inflammatory conditions,Interstitial granulomatous dermatitis,3,,,1.0,,,0.0
Skin disorders,Granulomatous and deep cutaneous inflammatory conditions,Necrobiosis lipoidica diabeticorum,3,,,1.0,,,0.0
Skin disorders,Hyperkeratoses,Hyperkeratosis,3,3.0,1.0,2.0,0.0,0.0,0.0
Skin disorders,Hyperkeratoses,Keratosis pilaris,3,,,3.0,,,0.0
Skin disorders,Hyperkeratoses,Lichenoid keratosis,3,1.0,,7.0,0.0,,0.0
Skin disorders,Hyperpigmentation disorders,Argyria,3,,,1.0,,,0.0
Skin disorders,Hyperpigmentation disorders,Chloasma,3,2.0,,2.0,0.0,,0.0
Skin disorders,Hyperpigmentation disorders,Ephelides,3,1.0,2.0,1.0,0.0,0.0,0.0
Skin disorders,Hyperpigmentation disorders,Melanoderma,3,2.0,,,0.0,,
Skin disorders,Hyperpigmentation disorders,Skin hyperpigmentation,3,10.0,1.0,7.0,0.0,0.0,0.0
Skin disorders,Hyperpigmentation disorders,Solar lentigo,3,7.0,1.0,4.0,0.0,0.0,0.0
Skin disorders,Hypertrichoses,Hirsutism,3,,,2.0,,,0.0
Skin disorders,Hypertrichoses,Hypertrichosis,3,5.0,,3.0,0.0,,0.0
Skin disorders,Hypopigmentation disorders,Skin depigmentation,3,9.0,,6.0,0.0,,0.0
Skin disorders,Hypopigmentation disorders,Skin hypopigmentation,3,3.0,2.0,1.0,0.0,0.0,0.0
Skin disorders,Hypopigmentation disorders,Vitiligo,3,44.0,4.0,38.0,0.0,0.0,0.0
Skin disorders,Lipodystrophies,Lipoatrophy,3,2.0,,4.0,0.0,,0.0
Skin disorders,Lipodystrophies,Lipodystrophy acquired,3,,,1.0,,,0.0
Skin disorders,Lipodystrophies,Lipohypertrophy,3,2.0,,,0.0,,
Skin disorders,Lipodystrophies,Progressive facial hemiatrophy,3,1.0,,,0.0,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Anonychia,3,1.0,,,0.0,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Ingrowing nail,3,2.0,,2.0,0.0,,0.0
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail bed bleeding,3,2.0,,1.0,0.0,,0.0
